SP;25x25x2;AGRUPP;40000
SP;40x20x2;AGRUPP;65050
SP;60x60x3;AGRUPP;58050
SP;40x20x1.5;AGRUPP;73550
SP;40x20x1.5;METALLOTORG;53000
SP;80x80x3;AGRUPP;62050
SP;80x80x2;AGRUPP;67050
SP;40x40x2;AGRUPP;53000
SP;60x40x3;AGRUPP;58050
SP;25x25x1.5;AGRUPP;75550
SP;60x60x2;AGRUPP;52000
